loan_account_no,product_description,loan_origination_date,bureau_score,down_payment_amount,branch_name,res_years_at_current_city,res_years_at_current_address,interest_rate,loan_asset_cost,gender,channel,age,number_of_installments,res_city,res_province,total_income,asset_model,industry,nature_of_business,marital_status,manufacturer,occupation_type,res_resident_status,years_in_occupation,has_existing_loan,number_of_dependents,days_past_due,label_determination_date,label_is_mature,TARGET
PH18836529571273319063,Motorcycle Loan,2025-09-14,579,16000,Cubao QC,13,11,12.46,120844,Female,DEALER,19,36,Quezon City,Metro Manila,22412,Beat 110,BPO,Services,Single,Honda,Employed,Living with Parents,1,Yes,4,144,2025-12-27,True,1
PH13236911856443769115,Motorcycle Loan,2024-11-03,615,6000,Cebu City,20,20,21.16,57488,Male,DIRECT,24,36,Cebu City,Cebu,18787,CT100,Retail,Trading,Married,Kawasaki,Employed,Living with Parents,3,Yes,4,5,2025-04-30,True,0
PH19807023701454296018,Motorcycle Loan,2026-01-24,757,11000,Caloocan,8,5,24.55,86466,Male,DEALER,57,24,Caloocan,Metro Manila,21239,NMAX 155,Construction,Services,Widowed/Separated,Yamaha,Construction Worker,Rented,14,Yes,5,6,2026-06-23,False,0
PH14535463015914363676,Motorcycle Loan,2025-10-22,-1,9000,Davao,0,0,15.67,80236,Female,DEALER,54,24,Davao City,Davao del Sur,19434,Raider R150,Retail,Trading,Married,Suzuki,Sari-sari Store Owner,Rented,16,No,3,40,2026-04-17,True,0
PH19280749810969843370,Motorcycle Loan,2025-05-27,-1,22500,Quiapo Manila,20,14,21.54,157981,Male,DEALER,29,36,Manila,Metro Manila,15696,TMX 125 Alpha,Construction,Services,Single,Honda,Construction Worker,Living with Parents,8,No,3,3,2025-10-16,True,0
PH11268163646516480017,Motorcycle Loan,2025-09-17,675,18000,Iloilo,25,12,21.0,96071,Male,ONLINE,23,24,Iloilo City,Iloilo,10370,Storm 200,Retail,Trading,Married,Rusi,Sari-sari Store Owner,Owned,1,No,2,136,2026-02-13,True,1
PH11510037535583590660,Motorcycle Loan,2026-04-02,717,7000,Quiapo Manila,5,4,14.52,49239,Female,DIRECT,40,24,Manila,Metro Manila,9606,NMAX 155,Transport,Services,Single,Yamaha,Tricycle/Jeepney Driver,Living with Parents,12,No,0,4,2026-10-17,False,0
PH12147242655015741485,Motorcycle Loan,2024-07-17,-1,9000,Cebu City,11,2,13.78,48546,Female,DIRECT,58,12,Cebu City,Cebu,33640,Raider R150,Remittance-dependent,Services,Single,Suzuki,OFW Dependent,Owned,6,No,3,8,2025-01-12,True,0
PH15072202697724087919,Motorcycle Loan,2025-12-22,717,8000,Cebu City,20,4,13.57,81433,Male,DEALER,29,24,Cebu City,Cebu,16514,NMAX 155,Remittance-dependent,Services,Married,Yamaha,OFW Dependent,Rented,6,No,4,149,2026-04-07,True,1
PH19011409715419055278,Motorcycle Loan,2025-07-26,638,19000,Quiapo Manila,25,6,14.74,110228,Female,DEALER,36,24,Manila,Metro Manila,15973,TMX 125 Alpha,Transport,Services,Single,Honda,Tricycle/Jeepney Driver,Owned,10,No,5,6,2025-12-26,True,0
PH19523438246658639850,Motorcycle Loan,2025-03-02,704,11000,Cubao QC,22,5,21.88,64798,Female,DEALER,45,24,Quezon City,Metro Manila,12356,TMX 125 Alpha,Retail,Trading,Married,Honda,Sari-sari Store Owner,Owned,14,No,3,10,2025-07-04,True,0
PH13581394771554791168,Motorcycle Loan,2025-07-20,748,16500,Cagayan de Oro,10,6,21.85,121416,Male,DEALER,21,24,Cagayan de Oro,Misamis Oriental,17559,Smash 115,Transport,Services,Married,Suzuki,Tricycle/Jeepney Driver,Owned,0,No,2,5,2025-11-18,True,0
PH10798988383192105366,Motorcycle Loan,2026-05-23,653,25500,General Santos,7,7,14.64,152706,Female,DIRECT,34,36,General Santos,South Cotabato,42858,Raider R150,Remittance-dependent,Services,Single,Suzuki,OFW Dependent,Living with Parents,16,No,5,4,2026-12-12,False,0
PH13720758278869221014,Motorcycle Loan,2025-12-13,-1,20000,Cebu City,27,1,17.99,110619,Male,DIRECT,57,18,Cebu City,Cebu,9724,Click 125i,Transport,Services,Married,Honda,Tricycle/Jeepney Driver,Owned,6,No,3,2,2026-05-05,True,0
PH18036182337141588033,Motorcycle Loan,2025-03-03,576,12500,Cubao QC,5,0,17.34,69683,Female,DIRECT,41,24,Quezon City,Metro Manila,23929,Raider R150,Retail,Trading,Single,Suzuki,Sari-sari Store Owner,Living with Parents,5,Yes,2,4,2025-07-21,True,0
PH15418595806230265083,Motorcycle Loan,2025-05-02,-1,21500,Cubao QC,19,12,15.09,115887,Female,DEALER,58,12,Quezon City,Metro Manila,13678,TMX 125 Alpha,Retail,Trading,Married,Honda,Sari-sari Store Owner,Rented,0,No,4,148,2025-09-20,True,1
PH17397646691627783928,Motorcycle Loan,2025-12-14,563,10500,Cubao QC,17,11,15.39,100106,Female,DEALER,37,24,Quezon City,Metro Manila,27101,ADV 160,Remittance-dependent,Services,Live-in,Honda,OFW Dependent,Living with Parents,0,No,0,154,2026-05-09,True,1
PH19759439894956087424,Motorcycle Loan,2025-12-15,772,7500,General Santos,11,3,23.09,54546,Male,DEALER,38,24,General Santos,South Cotabato,42083,Sniper 150,Retail,Trading,Widowed/Separated,Yamaha,Employed,Living with Parents,15,Yes,0,13,2026-04-23,True,0
PH12778744259216923970,Motorcycle Loan,2024-11-07,690,5500,Quiapo Manila,4,4,23.6,51440,Female,DIRECT,28,12,Manila,Metro Manila,9287,ADV 160,Transport,Services,Married,Honda,Tricycle/Jeepney Driver,Owned,7,No,1,3,2025-03-17,True,0
PH17622614659616167974,Motorcycle Loan,2025-02-21,572,19500,General Santos,28,17,14.15,149830,Male,DEALER,33,24,General Santos,South Cotabato,16804,Click 125i,Construction,Services,Married,Honda,Construction Worker,Owned,4,No,5,121,2025-07-09,True,1
PH13659531422341557177,Motorcycle Loan,2025-05-12,-1,14000,Cubao QC,1,0,22.44,95094,Female,ONLINE,30,24,Quezon City,Metro Manila,17641,ADV 160,Transport,Services,Married,Honda,Tricycle/Jeepney Driver,Owned,9,Yes,3,3,2025-10-12,True,0
PH13783608382402457020,Motorcycle Loan,2025-08-03,571,14500,General Santos,5,2,17.43,97620,Female,DEALER,48,18,General Santos,South Cotabato,8768,ADV 160,Transport,Services,Single,Honda,Tricycle/Jeepney Driver,Living with Parents,4,Yes,3,5,2026-01-20,True,0
PH16661143624108376096,Motorcycle Loan,2026-02-13,562,15000,Quiapo Manila,1,1,21.88,96592,Male,ONLINE,55,24,Manila,Metro Manila,19609,Smash 115,Government,Services,Single,Suzuki,Other Self Employed,Living with Parents,13,No,2,3,2026-07-01,False,0
PH11578352870198922982,Motorcycle Loan,2025-07-13,620,20000,Cebu City,10,2,15.84,102430,Male,DEALER,20,24,Cebu City,Cebu,22760,TMX 125,Manufacturing,Manufacturing,Widowed/Separated,TMX,Other Self Employed,Living with Parents,1,Yes,5,20,2025-12-28,True,0
PH11864613617994470510,Motorcycle Loan,2025-06-27,769,10000,Cagayan de Oro,12,6,16.91,80433,Male,DIRECT,31,18,Cagayan de Oro,Misamis Oriental,24645,Mio i 125,BPO,Services,Widowed/Separated,Yamaha,Employed,Owned,3,No,2,3,2025-12-19,True,0
PH14878877555958909570,Motorcycle Loan,2025-06-11,629,16000,Cubao QC,21,0,20.92,143884,Male,DEALER,47,36,Quezon City,Metro Manila,21305,DLX 110,Construction,Services,Married,Rusi,Construction Worker,Living with Parents,13,No,2,20,2025-12-30,True,0
PH16842890093161677289,Motorcycle Loan,2026-03-19,768,7000,Quiapo Manila,14,8,18.62,47294,Male,DIRECT,47,24,Manila,Metro Manila,41013,Skydrive 125,Retail,Trading,Married,Suzuki,Employed,Owned,14,No,4,16,2026-08-22,False,0
PH14127586536364167915,Motorcycle Loan,2024-07-11,-1,22000,Davao,26,20,22.62,158468,Male,ONLINE,28,18,Davao City,Davao del Sur,41263,Raider R150,Manufacturing,Manufacturing,Married,Suzuki,Employed,Rented,4,No,4,2,2024-12-30,True,0
PH18783906930262067452,Motorcycle Loan,2026-01-01,712,13000,Davao,8,8,22.92,123457,Male,DIRECT,44,24,Davao City,Davao del Sur,16183,Mio Aerox,Construction,Services,Widowed/Separated,Yamaha,Construction Worker,Living with Parents,10,Yes,6,146,2026-05-10,True,1
PH13732648485556338695,Motorcycle Loan,2025-09-12,695,7500,Cubao QC,22,0,15.61,59577,Male,DIRECT,40,18,Quezon City,Metro Manila,13430,Smash 115,Transport,Services,Married,Suzuki,Tricycle/Jeepney Driver,Owned,9,No,2,4,2026-01-29,True,0
PH15648720973636001495,Motorcycle Loan,2024-06-07,766,9500,Quiapo Manila,30,13,21.13,65594,Male,DEALER,57,24,Manila,Metro Manila,40632,Beat 110,Retail,Trading,Married,Honda,Employed,Living with Parents,20,No,2,118,2024-10-10,True,1
PH16753868240700672169,Motorcycle Loan,2025-04-26,-1,17000,Cagayan de Oro,19,9,18.44,116690,Male,ONLINE,25,24,Cagayan de Oro,Misamis Oriental,29244,Mio Aerox,Manufacturing,Manufacturing,Married,Yamaha,Other Self Employed,Living with Parents,1,No,2,182,2025-08-15,True,1
PH12672922552587667627,Motorcycle Loan,2025-10-13,741,19500,Davao,6,0,23.5,142085,Male,DIRECT,34,18,Davao City,Davao del Sur,16551,TMX 125,Transport,Services,Live-in,TMX,Tricycle/Jeepney Driver,Owned,10,Yes,2,0,2026-04-19,True,0
PH17730590442454062642,Motorcycle Loan,2025-09-21,612,11000,Davao,14,8,17.25,88069,Male,DIRECT,54,36,Davao City,Davao del Sur,37605,Rouser NS200,Remittance-dependent,Services,Live-in,Kawasaki,OFW Dependent,Owned,8,Yes,2,10,2026-03-12,True,0
PH11040255236518516993,Motorcycle Loan,2025-11-07,651,17500,Davao,6,1,21.33,102024,Male,ONLINE,30,24,Davao City,Davao del Sur,16016,Mio Aerox,Transport,Services,Married,Yamaha,Tricycle/Jeepney Driver,Living with Parents,7,Yes,0,7,2026-03-22,True,0
PH15262831589913486458,Motorcycle Loan,2025-03-01,639,20000,General Santos,15,1,24.64,122919,Female,DIRECT,41,12,General Santos,South Cotabato,21339,Beat 110,Remittance-dependent,Services,Single,Honda,OFW Dependent,Owned,18,No,3,144,2025-06-02,True,1
PH12437179532945009210,Motorcycle Loan,2025-07-25,579,25000,Iloilo,26,19,20.89,130137,Female,DIRECT,54,18,Iloilo City,Iloilo,29886,ADV 160,Retail,Trading,Widowed/Separated,Honda,Other Self Employed,Rented,20,Yes,5,161,2025-11-12,True,1
PH14586449881690319853,Motorcycle Loan,2026-01-03,658,18500,Quiapo Manila,5,4,20.67,102714,Male,DEALER,43,36,Manila,Metro Manila,22292,Uno 100,Retail,Trading,Widowed/Separated,Rusi,Sari-sari Store Owner,Rented,9,No,1,18,2026-05-07,True,0
PH15832480434666086331,Motorcycle Loan,2024-12-20,-1,13500,Quiapo Manila,2,0,20.74,109543,Female,DEALER,23,24,Manila,Metro Manila,9203,Click 125i,Transport,Services,Married,Honda,Tricycle/Jeepney Driver,Owned,1,No,6,125,2025-04-08,True,1
PH15881773349608236440,Motorcycle Loan,2025-12-02,709,17500,Cubao QC,6,6,20.07,122365,Male,DIRECT,55,36,Quezon City,Metro Manila,36236,NMAX 155,Remittance-dependent,Services,Single,Yamaha,OFW Dependent,Rented,3,Yes,4,1,2026-06-04,True,0
PH18455792865034101795,Motorcycle Loan,2025-09-25,609,10000,Quiapo Manila,6,0,24.43,65631,Male,ONLINE,25,24,Manila,Metro Manila,9750,ADV 160,Transport,Services,Widowed/Separated,Honda,Tricycle/Jeepney Driver,Rented,2,No,1,111,2026-02-08,True,1
PH19305839345280557488,Motorcycle Loan,2025-07-12,-1,8500,General Santos,19,7,19.0,53671,Male,DIRECT,27,24,General Santos,South Cotabato,40970,ADV 160,Remittance-dependent,Services,Married,Honda,OFW Dependent,Owned,1,Yes,2,2,2025-12-15,True,0
PH11717488786758121520,Motorcycle Loan,2025-09-24,550,10000,Cubao QC,8,5,15.33,89426,Female,DEALER,56,24,Quezon City,Metro Manila,15832,Mio Aerox,Transport,Services,Widowed/Separated,Yamaha,Tricycle/Jeepney Driver,Owned,6,No,4,12,2026-02-24,True,0
PH18365142890933801000,Motorcycle Loan,2025-12-22,595,11500,Cagayan de Oro,9,9,18.92,93833,Male,ONLINE,36,24,Cagayan de Oro,Misamis Oriental,20217,Mio i 125,Retail,Trading,Single,Yamaha,Sari-sari Store Owner,Living with Parents,5,No,0,143,2026-05-05,True,1
PH14410508940703634634,Motorcycle Loan,2026-02-21,628,20000,General Santos,26,10,23.19,128077,Male,DEALER,31,24,General Santos,South Cotabato,33645,Click 125i,Remittance-dependent,Services,Single,Honda,OFW Dependent,Rented,13,No,5,0,2026-07-09,False,0
PH12866741821994725817,Motorcycle Loan,2025-12-15,-1,17500,Iloilo,20,8,20.78,117385,Female,DIRECT,20,24,Iloilo City,Iloilo,46014,Raider R150,Manufacturing,Manufacturing,Widowed/Separated,Suzuki,Employed,Rented,0,No,1,125,2026-04-20,True,1
PH15366837777575912563,Motorcycle Loan,2025-10-20,-1,19000,General Santos,5,4,18.26,144421,Female,DEALER,19,24,General Santos,South Cotabato,17117,Sniper 150,Retail,Trading,Married,Yamaha,Sari-sari Store Owner,Living with Parents,1,No,4,141,2026-03-04,True,1
PH14798566631169696724,Motorcycle Loan,2025-02-12,-1,6000,Caloocan,3,3,16.0,53694,Male,DEALER,45,24,Caloocan,Metro Manila,11244,Click 125i,BPO,Services,Married,Honda,Other Self Employed,Owned,3,Yes,1,6,2025-06-20,True,0
PH16190791459019315325,Motorcycle Loan,2024-08-25,-1,27500,Cebu City,19,4,22.77,145878,Female,DEALER,31,24,Cebu City,Cebu,12307,Flash 115,Retail,Trading,Married,Rusi,Sari-sari Store Owner,Living with Parents,7,No,6,147,2025-01-20,True,1
PH16276938526574507021,Motorcycle Loan,2026-05-31,732,31500,Quiapo Manila,11,7,23.6,159416,Male,ONLINE,24,24,Manila,Metro Manila,9730,Barako II 175,Transport,Services,Single,Kawasaki,Tricycle/Jeepney Driver,Owned,4,Yes,1,13,2026-10-26,False,0
PH13767029503860551591,Motorcycle Loan,2025-08-26,771,13000,Quiapo Manila,8,1,19.59,84272,Female,DEALER,38,18,Manila,Metro Manila,18482,TMX 125,Retail,Trading,Married,TMX,Sari-sari Store Owner,Owned,10,No,1,12,2026-03-05,True,0
PH12821724599066481411,Motorcycle Loan,2026-01-21,-1,14500,Quiapo Manila,5,2,21.09,105318,Female,DEALER,39,36,Manila,Metro Manila,8857,Mio i 125,Transport,Services,Married,Yamaha,Tricycle/Jeepney Driver,Living with Parents,10,No,4,1,2026-06-04,True,0
PH18757711091623331504,Motorcycle Loan,2025-08-04,-1,29500,Davao,17,6,12.85,152235,Male,DIRECT,31,24,Davao City,Davao del Sur,14839,Uno 100,Retail,Trading,Widowed/Separated,Rusi,Sari-sari Store Owner,Rented,11,No,6,140,2025-12-16,True,1
PH15837054237917601621,Motorcycle Loan,2025-10-19,760,17500,Quiapo Manila,18,4,15.41,126359,Male,DIRECT,19,24,Manila,Metro Manila,13163,Sniper 150,Transport,Services,Live-in,Yamaha,Tricycle/Jeepney Driver,Owned,1,No,4,168,2026-02-23,True,1
PH13301941284042025940,Motorcycle Loan,2024-11-23,612,17000,Quiapo Manila,8,0,21.01,147204,Male,DEALER,49,24,Manila,Metro Manila,40277,Mio i 125,Government,Services,Married,Yamaha,Employed,Owned,19,Yes,6,12,2025-05-21,True,0
PH15383243126101779156,Motorcycle Loan,2025-06-23,594,14500,Quiapo Manila,4,2,16.36,126486,Male,DIRECT,45,36,Manila,Metro Manila,13776,TMX 125 Alpha,Transport,Services,Single,Honda,Tricycle/Jeepney Driver,Living with Parents,12,No,0,0,2025-11-05,True,0
PH17549387407766702359,Motorcycle Loan,2026-03-30,557,18500,Quiapo Manila,18,2,18.97,110067,Male,DEALER,41,18,Manila,Metro Manila,9269,ADV 160,Transport,Services,Married,Honda,Tricycle/Jeepney Driver,Living with Parents,6,No,0,24,2026-10-06,False,0
PH14353896293051347250,Motorcycle Loan,2026-01-30,727,16000,Quiapo Manila,19,10,23.08,90012,Female,DEALER,30,36,Manila,Metro Manila,23860,TMX 125 Alpha,Retail,Trading,Single,Honda,Other Self Employed,Rented,5,No,1,17,2026-07-22,False,0
PH18916073773346505282,Motorcycle Loan,2025-07-09,-1,9500,Iloilo,28,22,18.31,92676,Male,ONLINE,57,12,Iloilo City,Iloilo,15457,Raider R150,Retail,Trading,Married,Suzuki,Sari-sari Store Owner,Living with Parents,11,Yes,2,5,2026-01-04,True,0
PH17804615779975521483,Motorcycle Loan,2024-06-24,-1,10500,Davao,24,10,17.83,58571,Female,DIRECT,32,18,Davao City,Davao del Sur,15190,CT100,Transport,Services,Single,Kawasaki,Tricycle/Jeepney Driver,Living with Parents,11,No,4,8,2025-01-20,True,0
PH18525345820173619798,Motorcycle Loan,2024-06-20,756,17500,Quiapo Manila,14,7,17.15,141558,Female,DEALER,37,24,Manila,Metro Manila,28239,Sniper 150,Remittance-dependent,Services,Married,Yamaha,OFW Dependent,Owned,18,Yes,0,7,2025-01-10,True,0
PH13374847260417542099,Motorcycle Loan,2024-09-14,-1,9000,Cubao QC,10,10,17.01,60705,Male,ONLINE,43,12,Quezon City,Metro Manila,16418,Mio Aerox,Transport,Services,Single,Yamaha,Tricycle/Jeepney Driver,Rented,20,No,2,222,2025-02-03,True,1
PH19901591132775368156,Motorcycle Loan,2025-09-07,759,25500,Cebu City,11,9,17.66,140928,Female,DEALER,57,24,Cebu City,Cebu,14984,Mio i 125,Manufacturing,Manufacturing,Married,Yamaha,Other Self Employed,Owned,8,Yes,2,6,2026-03-28,True,0
PH19105051663160110852,Motorcycle Loan,2025-11-10,759,15000,Quiapo Manila,26,2,12.49,126906,Male,DIRECT,35,18,Manila,Metro Manila,11900,Flash 115,Transport,Services,Single,Rusi,Tricycle/Jeepney Driver,Rented,5,No,3,4,2026-04-19,True,0
PH19898059576613063855,Motorcycle Loan,2025-09-27,687,13000,General Santos,23,4,24.77,68574,Female,DIRECT,34,24,General Santos,South Cotabato,11029,Mio i 125,Transport,Services,Married,Yamaha,Tricycle/Jeepney Driver,Living with Parents,2,No,3,13,2026-03-07,True,0
PH10300840261318866197,Motorcycle Loan,2024-11-12,582,16500,Quiapo Manila,27,0,12.37,137769,Male,DEALER,53,24,Manila,Metro Manila,13912,Mio i 125,Construction,Services,Married,Yamaha,Construction Worker,Living with Parents,15,No,4,3,2025-04-28,True,0
PH11557066836539727432,Motorcycle Loan,2025-04-04,-1,20500,Cubao QC,23,19,18.86,121523,Male,DEALER,35,24,Quezon City,Metro Manila,27556,Smash 115,Remittance-dependent,Services,Widowed/Separated,Suzuki,OFW Dependent,Living with Parents,14,No,0,184,2025-08-29,True,1
PH18238979528851688214,Motorcycle Loan,2025-12-05,-1,13500,Quiapo Manila,17,5,12.34,130806,Male,DIRECT,56,36,Manila,Metro Manila,23602,NMAX 155,Manufacturing,Manufacturing,Married,Yamaha,Employed,Living with Parents,20,No,2,4,2026-06-12,False,0
PH15765926573806890926,Motorcycle Loan,2025-05-15,774,12000,Quiapo Manila,9,9,23.41,109164,Male,DEALER,21,24,Manila,Metro Manila,23483,Sniper 150,Retail,Trading,Married,Yamaha,Sari-sari Store Owner,Living with Parents,0,Yes,1,20,2025-10-14,True,0
PH12270558176103121830,Motorcycle Loan,2025-08-08,-1,13500,Quiapo Manila,25,16,15.41,81859,Male,DIRECT,35,24,Manila,Metro Manila,14358,Skydrive 125,Construction,Services,Married,Suzuki,Construction Worker,Living with Parents,6,No,0,18,2026-02-05,True,0
PH11809296015887210842,Motorcycle Loan,2025-05-03,676,14500,Iloilo,15,7,19.99,103039,Male,DEALER,41,36,Iloilo City,Iloilo,29464,Mio i 125,Manufacturing,Manufacturing,Live-in,Yamaha,Other Self Employed,Living with Parents,11,No,5,4,2025-11-04,True,0
PH19838771298274637340,Motorcycle Loan,2024-11-25,773,10000,Cebu City,12,11,13.2,93933,Male,DEALER,32,36,Cebu City,Cebu,17720,Skydrive 125,Retail,Trading,Married,Suzuki,Sari-sari Store Owner,Living with Parents,6,Yes,3,4,2025-05-28,True,0
PH16179380609899026045,Motorcycle Loan,2024-11-07,-1,14000,Quiapo Manila,3,1,22.28,110301,Female,DEALER,39,24,Manila,Metro Manila,17050,Raider R150,Construction,Services,Single,Suzuki,Construction Worker,Rented,16,No,0,2,2025-03-26,True,0
PH15673767496302983425,Motorcycle Loan,2026-04-04,622,11000,Quiapo Manila,17,16,19.63,58574,Male,DEALER,55,36,Manila,Metro Manila,54387,Smash 115,BPO,Services,Single,Suzuki,Employed,Owned,9,No,4,0,2026-10-23,False,0
PH15160766594828472693,Motorcycle Loan,2024-08-12,753,15000,Cebu City,13,11,13.76,80175,Female,DIRECT,26,36,Cebu City,Cebu,25123,TMX 125,Government,Services,Widowed/Separated,TMX,Other Self Employed,Owned,8,No,4,3,2024-12-19,True,0
PH13389139294644385955,Motorcycle Loan,2026-02-11,-1,13000,Caloocan,4,0,13.72,113261,Female,DIRECT,33,36,Caloocan,Metro Manila,11734,DLX 110,Transport,Services,Married,Rusi,Tricycle/Jeepney Driver,Owned,4,Yes,4,160,2026-05-23,True,1
PH13552322933535131786,Motorcycle Loan,2025-07-26,777,9500,Caloocan,25,18,23.43,56031,Male,DIRECT,35,18,Caloocan,Metro Manila,13008,NMAX 155,Transport,Services,Single,Yamaha,Tricycle/Jeepney Driver,Owned,6,No,4,1,2025-12-03,True,0
PH10722853365181739008,Motorcycle Loan,2024-08-23,557,7500,Quiapo Manila,1,1,17.1,58700,Male,DIRECT,47,18,Manila,Metro Manila,57512,Sniper 150,Government,Services,Married,Yamaha,Employed,Owned,9,No,4,1,2025-02-23,True,0
PH11931628509760222651,Motorcycle Loan,2025-05-27,562,21500,General Santos,28,12,24.41,114610,Male,DIRECT,52,18,General Santos,South Cotabato,28754,ADV 160,Remittance-dependent,Services,Single,Honda,OFW Dependent,Living with Parents,20,Yes,3,179,2025-10-02,True,1
PH14830940000718628362,Motorcycle Loan,2025-10-13,618,11000,Cebu City,2,2,16.8,84743,Male,DIRECT,50,18,Cebu City,Cebu,15342,Mio i 125,Construction,Services,Single,Yamaha,Construction Worker,Owned,8,No,0,1,2026-02-16,True,0
PH15045888237717684141,Motorcycle Loan,2025-01-29,617,25000,General Santos,4,2,17.29,132817,Male,DIRECT,26,24,General Santos,South Cotabato,17980,Mio Aerox,Transport,Services,Single,Yamaha,Tricycle/Jeepney Driver,Owned,1,No,3,6,2025-08-26,True,0
PH17866490595931028049,Motorcycle Loan,2024-06-26,769,15000,General Santos,15,10,18.74,101601,Male,DEALER,40,24,General Santos,South Cotabato,15928,Mio Aerox,Transport,Services,Widowed/Separated,Yamaha,Tricycle/Jeepney Driver,Living with Parents,8,No,0,124,2024-11-19,True,1
PH12562308696857479023,Motorcycle Loan,2025-10-14,740,15500,Quiapo Manila,20,17,21.11,105108,Male,DIRECT,49,12,Manila,Metro Manila,18813,Beat 110,Retail,Trading,Single,Honda,Sari-sari Store Owner,Living with Parents,11,Yes,3,3,2026-02-22,True,0
PH10900304567713688263,Motorcycle Loan,2025-02-01,-1,13000,Davao,16,13,19.84,109055,Male,DIRECT,57,24,Davao City,Davao del Sur,17726,Rouser NS200,Construction,Services,Live-in,Kawasaki,Construction Worker,Rented,13,No,0,11,2025-08-02,True,0
PH17423213853061590632,Motorcycle Loan,2026-04-20,672,10500,Davao,25,13,24.55,71047,Male,DEALER,42,18,Davao City,Davao del Sur,20087,NMAX 155,Construction,Services,Single,Yamaha,Construction Worker,Living with Parents,0,No,3,5,2026-10-28,False,0
PH12286187551252643712,Motorcycle Loan,2024-09-30,621,13000,Davao,9,0,19.25,90723,Female,DIRECT,33,36,Davao City,Davao del Sur,21174,Sniper 150,Construction,Services,Married,Yamaha,Construction Worker,Owned,9,Yes,1,18,2025-04-19,True,0
PH15560813224666285970,Motorcycle Loan,2026-01-08,-1,17000,Iloilo,11,9,17.49,127597,Male,DIRECT,55,36,Iloilo City,Iloilo,15854,Rouser NS200,Transport,Services,Single,Kawasaki,Tricycle/Jeepney Driver,Owned,12,Yes,4,155,2026-05-29,True,1
